      Absolute Path                 Relative Path      Class
D:\PYTHON_cem3\modified_dataset\brown bear_0599.jpg    brown bear_0599.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0600.jpg    brown bear_0600.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0601.jpg    brown bear_0601.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0602.jpg    brown bear_0602.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0603.jpg    brown bear_0603.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0604.jpg    brown bear_0604.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0605.jpg    brown bear_0605.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0606.jpg    brown bear_0606.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0607.jpg    brown bear_0607.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0608.jpg    brown bear_0608.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0609.jpg    brown bear_0609.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0610.jpg    brown bear_0610.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0611.jpg    brown bear_0611.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0612.jpg    brown bear_0612.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0613.jpg    brown bear_0613.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0614.jpg    brown bear_0614.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0615.jpg    brown bear_0615.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0616.jpg    brown bear_0616.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0617.jpg    brown bear_0617.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0618.jpg    brown bear_0618.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0619.jpg    brown bear_0619.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0620.jpg    brown bear_0620.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0621.jpg    brown bear_0621.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0622.jpg    brown bear_0622.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0623.jpg    brown bear_0623.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0624.jpg    brown bear_0624.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0625.jpg    brown bear_0625.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0626.jpg    brown bear_0626.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0627.jpg    brown bear_0627.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0628.jpg    brown bear_0628.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0629.jpg    brown bear_0629.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0630.jpg    brown bear_0630.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0631.jpg    brown bear_0631.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0632.jpg    brown bear_0632.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0633.jpg    brown bear_0633.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0634.jpg    brown bear_0634.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0635.jpg    brown bear_0635.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0636.jpg    brown bear_0636.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0637.jpg    brown bear_0637.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0638.jpg    brown bear_0638.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0639.jpg    brown bear_0639.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0640.jpg    brown bear_0640.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0641.jpg    brown bear_0641.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0642.jpg    brown bear_0642.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0643.jpg    brown bear_0643.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0644.jpg    brown bear_0644.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0645.jpg    brown bear_0645.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0646.jpg    brown bear_0646.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0647.jpg    brown bear_0647.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0648.jpg    brown bear_0648.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0649.jpg    brown bear_0649.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0650.jpg    brown bear_0650.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0651.jpg    brown bear_0651.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0652.jpg    brown bear_0652.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0653.jpg    brown bear_0653.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0654.jpg    brown bear_0654.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0655.jpg    brown bear_0655.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0656.jpg    brown bear_0656.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0657.jpg    brown bear_0657.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0658.jpg    brown bear_0658.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0659.jpg    brown bear_0659.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0660.jpg    brown bear_0660.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0661.jpg    brown bear_0661.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0662.jpg    brown bear_0662.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0663.jpg    brown bear_0663.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0664.jpg    brown bear_0664.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0665.jpg    brown bear_0665.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0666.jpg    brown bear_0666.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0667.jpg    brown bear_0667.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0668.jpg    brown bear_0668.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0669.jpg    brown bear_0669.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0670.jpg    brown bear_0670.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0671.jpg    brown bear_0671.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0672.jpg    brown bear_0672.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0673.jpg    brown bear_0673.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0674.jpg    brown bear_0674.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0675.jpg    brown bear_0675.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0676.jpg    brown bear_0676.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0677.jpg    brown bear_0677.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0678.jpg    brown bear_0678.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0679.jpg    brown bear_0679.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0680.jpg    brown bear_0680.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0681.jpg    brown bear_0681.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0682.jpg    brown bear_0682.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0683.jpg    brown bear_0683.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0684.jpg    brown bear_0684.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0685.jpg    brown bear_0685.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0686.jpg    brown bear_0686.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0687.jpg    brown bear_0687.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0688.jpg    brown bear_0688.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0689.jpg    brown bear_0689.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0690.jpg    brown bear_0690.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0691.jpg    brown bear_0691.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0692.jpg    brown bear_0692.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0693.jpg    brown bear_0693.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0694.jpg    brown bear_0694.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0695.jpg    brown bear_0695.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0696.jpg    brown bear_0696.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0697.jpg    brown bear_0697.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0698.jpg    brown bear_0698.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0699.jpg    brown bear_0699.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0700.jpg    brown bear_0700.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0701.jpg    brown bear_0701.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0702.jpg    brown bear_0702.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0703.jpg    brown bear_0703.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0704.jpg    brown bear_0704.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0705.jpg    brown bear_0705.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0706.jpg    brown bear_0706.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0707.jpg    brown bear_0707.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0708.jpg    brown bear_0708.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0709.jpg    brown bear_0709.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0710.jpg    brown bear_0710.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0711.jpg    brown bear_0711.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0712.jpg    brown bear_0712.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0713.jpg    brown bear_0713.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0714.jpg    brown bear_0714.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0715.jpg    brown bear_0715.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0716.jpg    brown bear_0716.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0717.jpg    brown bear_0717.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0718.jpg    brown bear_0718.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0719.jpg    brown bear_0719.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0720.jpg    brown bear_0720.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0721.jpg    brown bear_0721.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0722.jpg    brown bear_0722.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0723.jpg    brown bear_0723.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0724.jpg    brown bear_0724.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0725.jpg    brown bear_0725.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0726.jpg    brown bear_0726.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0727.jpg    brown bear_0727.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0728.jpg    brown bear_0728.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0729.jpg    brown bear_0729.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0730.jpg    brown bear_0730.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0731.jpg    brown bear_0731.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0732.jpg    brown bear_0732.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0733.jpg    brown bear_0733.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0734.jpg    brown bear_0734.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0735.jpg    brown bear_0735.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0736.jpg    brown bear_0736.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0737.jpg    brown bear_0737.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0738.jpg    brown bear_0738.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0739.jpg    brown bear_0739.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0740.jpg    brown bear_0740.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0741.jpg    brown bear_0741.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0742.jpg    brown bear_0742.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0743.jpg    brown bear_0743.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0744.jpg    brown bear_0744.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0745.jpg    brown bear_0745.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0746.jpg    brown bear_0746.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0747.jpg    brown bear_0747.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0748.jpg    brown bear_0748.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0749.jpg    brown bear_0749.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0750.jpg    brown bear_0750.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0751.jpg    brown bear_0751.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0752.jpg    brown bear_0752.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0753.jpg    brown bear_0753.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0754.jpg    brown bear_0754.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0755.jpg    brown bear_0755.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0756.jpg    brown bear_0756.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0757.jpg    brown bear_0757.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0758.jpg    brown bear_0758.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0759.jpg    brown bear_0759.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0760.jpg    brown bear_0760.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0761.jpg    brown bear_0761.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0762.jpg    brown bear_0762.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0763.jpg    brown bear_0763.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0764.jpg    brown bear_0764.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0765.jpg    brown bear_0765.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0766.jpg    brown bear_0766.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0767.jpg    brown bear_0767.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0768.jpg    brown bear_0768.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0769.jpg    brown bear_0769.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0770.jpg    brown bear_0770.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0771.jpg    brown bear_0771.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0772.jpg    brown bear_0772.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0773.jpg    brown bear_0773.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0774.jpg    brown bear_0774.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0775.jpg    brown bear_0775.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0776.jpg    brown bear_0776.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0777.jpg    brown bear_0777.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0778.jpg    brown bear_0778.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0779.jpg    brown bear_0779.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0780.jpg    brown bear_0780.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0781.jpg    brown bear_0781.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0782.jpg    brown bear_0782.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0783.jpg    brown bear_0783.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0784.jpg    brown bear_0784.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0785.jpg    brown bear_0785.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0786.jpg    brown bear_0786.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0787.jpg    brown bear_0787.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0788.jpg    brown bear_0788.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0789.jpg    brown bear_0789.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0790.jpg    brown bear_0790.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0791.jpg    brown bear_0791.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0792.jpg    brown bear_0792.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0793.jpg    brown bear_0793.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0794.jpg    brown bear_0794.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0795.jpg    brown bear_0795.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0796.jpg    brown bear_0796.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0797.jpg    brown bear_0797.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0798.jpg    brown bear_0798.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0799.jpg    brown bear_0799.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0800.jpg    brown bear_0800.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0801.jpg    brown bear_0801.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0802.jpg    brown bear_0802.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0803.jpg    brown bear_0803.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0804.jpg    brown bear_0804.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0805.jpg    brown bear_0805.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0806.jpg    brown bear_0806.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0807.jpg    brown bear_0807.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0808.jpg    brown bear_0808.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0809.jpg    brown bear_0809.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0810.jpg    brown bear_0810.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0811.jpg    brown bear_0811.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0812.jpg    brown bear_0812.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0813.jpg    brown bear_0813.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0814.jpg    brown bear_0814.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0815.jpg    brown bear_0815.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0816.jpg    brown bear_0816.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0817.jpg    brown bear_0817.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0818.jpg    brown bear_0818.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0819.jpg    brown bear_0819.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0820.jpg    brown bear_0820.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0821.jpg    brown bear_0821.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0822.jpg    brown bear_0822.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0823.jpg    brown bear_0823.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0824.jpg    brown bear_0824.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0825.jpg    brown bear_0825.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0826.jpg    brown bear_0826.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0827.jpg    brown bear_0827.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0828.jpg    brown bear_0828.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0829.jpg    brown bear_0829.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0830.jpg    brown bear_0830.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0831.jpg    brown bear_0831.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0832.jpg    brown bear_0832.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0833.jpg    brown bear_0833.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0834.jpg    brown bear_0834.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0835.jpg    brown bear_0835.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0836.jpg    brown bear_0836.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0837.jpg    brown bear_0837.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0838.jpg    brown bear_0838.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0839.jpg    brown bear_0839.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0840.jpg    brown bear_0840.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0841.jpg    brown bear_0841.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0842.jpg    brown bear_0842.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0843.jpg    brown bear_0843.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0844.jpg    brown bear_0844.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0845.jpg    brown bear_0845.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0846.jpg    brown bear_0846.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0847.jpg    brown bear_0847.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0848.jpg    brown bear_0848.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0849.jpg    brown bear_0849.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0850.jpg    brown bear_0850.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0851.jpg    brown bear_0851.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0852.jpg    brown bear_0852.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0853.jpg    brown bear_0853.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0854.jpg    brown bear_0854.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0855.jpg    brown bear_0855.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0856.jpg    brown bear_0856.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0857.jpg    brown bear_0857.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0858.jpg    brown bear_0858.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0859.jpg    brown bear_0859.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0860.jpg    brown bear_0860.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0861.jpg    brown bear_0861.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0862.jpg    brown bear_0862.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0863.jpg    brown bear_0863.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0864.jpg    brown bear_0864.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0865.jpg    brown bear_0865.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0866.jpg    brown bear_0866.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0867.jpg    brown bear_0867.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0868.jpg    brown bear_0868.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0869.jpg    brown bear_0869.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0870.jpg    brown bear_0870.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0871.jpg    brown bear_0871.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0872.jpg    brown bear_0872.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0873.jpg    brown bear_0873.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0874.jpg    brown bear_0874.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0875.jpg    brown bear_0875.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0876.jpg    brown bear_0876.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0877.jpg    brown bear_0877.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0878.jpg    brown bear_0878.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0879.jpg    brown bear_0879.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0880.jpg    brown bear_0880.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0881.jpg    brown bear_0881.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0882.jpg    brown bear_0882.jpg    brown bear
D:\PYTHON_cem3\modified_dataset\brown bear_0883.jpg    brown bear_0883.jpg    brown bear
