      Absolute Path                 Relative Path      Class
dataset\brown bear\0876.jpg    brown bear\0876.jpg    brown bear
dataset\brown bear\0877.jpg    brown bear\0877.jpg    brown bear
dataset\brown bear\0878.jpg    brown bear\0878.jpg    brown bear
dataset\brown bear\0879.jpg    brown bear\0879.jpg    brown bear
dataset\brown bear\0880.jpg    brown bear\0880.jpg    brown bear
dataset\brown bear\0881.jpg    brown bear\0881.jpg    brown bear
dataset\brown bear\0882.jpg    brown bear\0882.jpg    brown bear
dataset\brown bear\0883.jpg    brown bear\0883.jpg    brown bear
dataset\brown bear\0884.jpg    brown bear\0884.jpg    brown bear
dataset\brown bear\0885.jpg    brown bear\0885.jpg    brown bear
dataset\brown bear\0886.jpg    brown bear\0886.jpg    brown bear
dataset\brown bear\0887.jpg    brown bear\0887.jpg    brown bear
dataset\brown bear\0888.jpg    brown bear\0888.jpg    brown bear
dataset\brown bear\0889.jpg    brown bear\0889.jpg    brown bear
dataset\brown bear\0890.jpg    brown bear\0890.jpg    brown bear
dataset\brown bear\0891.jpg    brown bear\0891.jpg    brown bear
dataset\brown bear\0892.jpg    brown bear\0892.jpg    brown bear
dataset\brown bear\0893.jpg    brown bear\0893.jpg    brown bear
dataset\brown bear\0894.jpg    brown bear\0894.jpg    brown bear
dataset\brown bear\0895.jpg    brown bear\0895.jpg    brown bear
dataset\brown bear\0896.jpg    brown bear\0896.jpg    brown bear
dataset\brown bear\0897.jpg    brown bear\0897.jpg    brown bear
dataset\brown bear\0898.jpg    brown bear\0898.jpg    brown bear
dataset\brown bear\0899.jpg    brown bear\0899.jpg    brown bear
dataset\brown bear\0900.jpg    brown bear\0900.jpg    brown bear
dataset\brown bear\0901.jpg    brown bear\0901.jpg    brown bear
dataset\brown bear\0902.jpg    brown bear\0902.jpg    brown bear
dataset\brown bear\0903.jpg    brown bear\0903.jpg    brown bear
dataset\brown bear\0904.jpg    brown bear\0904.jpg    brown bear
dataset\brown bear\0905.jpg    brown bear\0905.jpg    brown bear
dataset\brown bear\0906.jpg    brown bear\0906.jpg    brown bear
dataset\brown bear\0907.jpg    brown bear\0907.jpg    brown bear
dataset\brown bear\0908.jpg    brown bear\0908.jpg    brown bear
dataset\brown bear\0909.jpg    brown bear\0909.jpg    brown bear
dataset\brown bear\0910.jpg    brown bear\0910.jpg    brown bear
dataset\brown bear\0911.jpg    brown bear\0911.jpg    brown bear
dataset\brown bear\0912.jpg    brown bear\0912.jpg    brown bear
dataset\brown bear\0913.jpg    brown bear\0913.jpg    brown bear
dataset\brown bear\0914.jpg    brown bear\0914.jpg    brown bear
dataset\brown bear\0915.jpg    brown bear\0915.jpg    brown bear
dataset\brown bear\0916.jpg    brown bear\0916.jpg    brown bear
dataset\brown bear\0917.jpg    brown bear\0917.jpg    brown bear
dataset\brown bear\0918.jpg    brown bear\0918.jpg    brown bear
dataset\brown bear\0919.jpg    brown bear\0919.jpg    brown bear
dataset\brown bear\0920.jpg    brown bear\0920.jpg    brown bear
dataset\brown bear\0921.jpg    brown bear\0921.jpg    brown bear
dataset\brown bear\0922.jpg    brown bear\0922.jpg    brown bear
dataset\brown bear\0923.jpg    brown bear\0923.jpg    brown bear
dataset\brown bear\0924.jpg    brown bear\0924.jpg    brown bear
dataset\brown bear\0925.jpg    brown bear\0925.jpg    brown bear
dataset\brown bear\0926.jpg    brown bear\0926.jpg    brown bear
dataset\brown bear\0927.jpg    brown bear\0927.jpg    brown bear
dataset\brown bear\0928.jpg    brown bear\0928.jpg    brown bear
dataset\brown bear\0929.jpg    brown bear\0929.jpg    brown bear
dataset\brown bear\0930.jpg    brown bear\0930.jpg    brown bear
dataset\brown bear\0931.jpg    brown bear\0931.jpg    brown bear
dataset\brown bear\0932.jpg    brown bear\0932.jpg    brown bear
dataset\brown bear\0933.jpg    brown bear\0933.jpg    brown bear
dataset\brown bear\0934.jpg    brown bear\0934.jpg    brown bear
dataset\brown bear\0935.jpg    brown bear\0935.jpg    brown bear
dataset\brown bear\0936.jpg    brown bear\0936.jpg    brown bear
dataset\brown bear\0937.jpg    brown bear\0937.jpg    brown bear
dataset\brown bear\0938.jpg    brown bear\0938.jpg    brown bear
dataset\brown bear\0939.jpg    brown bear\0939.jpg    brown bear
dataset\brown bear\0940.jpg    brown bear\0940.jpg    brown bear
dataset\brown bear\0941.jpg    brown bear\0941.jpg    brown bear
dataset\brown bear\0942.jpg    brown bear\0942.jpg    brown bear
dataset\brown bear\0943.jpg    brown bear\0943.jpg    brown bear
dataset\brown bear\0944.jpg    brown bear\0944.jpg    brown bear
dataset\brown bear\0945.jpg    brown bear\0945.jpg    brown bear
dataset\brown bear\0946.jpg    brown bear\0946.jpg    brown bear
dataset\brown bear\0947.jpg    brown bear\0947.jpg    brown bear
dataset\brown bear\0948.jpg    brown bear\0948.jpg    brown bear
dataset\brown bear\0949.jpg    brown bear\0949.jpg    brown bear
dataset\brown bear\0950.jpg    brown bear\0950.jpg    brown bear
dataset\brown bear\0951.jpg    brown bear\0951.jpg    brown bear
dataset\brown bear\0952.jpg    brown bear\0952.jpg    brown bear
dataset\brown bear\0953.jpg    brown bear\0953.jpg    brown bear
dataset\brown bear\0954.jpg    brown bear\0954.jpg    brown bear
dataset\brown bear\0955.jpg    brown bear\0955.jpg    brown bear
dataset\brown bear\0956.jpg    brown bear\0956.jpg    brown bear
dataset\brown bear\0957.jpg    brown bear\0957.jpg    brown bear
dataset\brown bear\0958.jpg    brown bear\0958.jpg    brown bear
dataset\brown bear\0959.jpg    brown bear\0959.jpg    brown bear
dataset\brown bear\0960.jpg    brown bear\0960.jpg    brown bear
dataset\brown bear\0961.jpg    brown bear\0961.jpg    brown bear
dataset\brown bear\0962.jpg    brown bear\0962.jpg    brown bear
dataset\brown bear\0963.jpg    brown bear\0963.jpg    brown bear
dataset\brown bear\0964.jpg    brown bear\0964.jpg    brown bear
dataset\brown bear\0965.jpg    brown bear\0965.jpg    brown bear
dataset\brown bear\0966.jpg    brown bear\0966.jpg    brown bear
dataset\brown bear\0967.jpg    brown bear\0967.jpg    brown bear
dataset\brown bear\0968.jpg    brown bear\0968.jpg    brown bear
dataset\brown bear\0969.jpg    brown bear\0969.jpg    brown bear
dataset\brown bear\0970.jpg    brown bear\0970.jpg    brown bear
dataset\brown bear\0971.jpg    brown bear\0971.jpg    brown bear
dataset\brown bear\0972.jpg    brown bear\0972.jpg    brown bear
dataset\brown bear\0973.jpg    brown bear\0973.jpg    brown bear
dataset\brown bear\0974.jpg    brown bear\0974.jpg    brown bear
dataset\brown bear\0975.jpg    brown bear\0975.jpg    brown bear
dataset\brown bear\0976.jpg    brown bear\0976.jpg    brown bear
dataset\brown bear\0977.jpg    brown bear\0977.jpg    brown bear
dataset\brown bear\0978.jpg    brown bear\0978.jpg    brown bear
dataset\brown bear\0979.jpg    brown bear\0979.jpg    brown bear
dataset\brown bear\0980.jpg    brown bear\0980.jpg    brown bear
dataset\brown bear\0981.jpg    brown bear\0981.jpg    brown bear
dataset\brown bear\0982.jpg    brown bear\0982.jpg    brown bear
dataset\brown bear\0983.jpg    brown bear\0983.jpg    brown bear
dataset\brown bear\0984.jpg    brown bear\0984.jpg    brown bear
dataset\brown bear\0985.jpg    brown bear\0985.jpg    brown bear
dataset\brown bear\0986.jpg    brown bear\0986.jpg    brown bear
dataset\brown bear\0987.jpg    brown bear\0987.jpg    brown bear
dataset\brown bear\0988.jpg    brown bear\0988.jpg    brown bear
dataset\brown bear\0989.jpg    brown bear\0989.jpg    brown bear
dataset\brown bear\0990.jpg    brown bear\0990.jpg    brown bear
dataset\brown bear\0991.jpg    brown bear\0991.jpg    brown bear
dataset\brown bear\0992.jpg    brown bear\0992.jpg    brown bear
dataset\brown bear\0993.jpg    brown bear\0993.jpg    brown bear
dataset\brown bear\0994.jpg    brown bear\0994.jpg    brown bear
dataset\brown bear\0995.jpg    brown bear\0995.jpg    brown bear
dataset\brown bear\0996.jpg    brown bear\0996.jpg    brown bear
dataset\brown bear\0997.jpg    brown bear\0997.jpg    brown bear
dataset\brown bear\0998.jpg    brown bear\0998.jpg    brown bear
dataset\brown bear\0999.jpg    brown bear\0999.jpg    brown bear
dataset\polar bear\0000.jpg    polar bear\0000.jpg    polar bear
dataset\polar bear\0001.jpg    polar bear\0001.jpg    polar bear
dataset\polar bear\0002.jpg    polar bear\0002.jpg    polar bear
dataset\polar bear\0003.jpg    polar bear\0003.jpg    polar bear
dataset\polar bear\0004.jpg    polar bear\0004.jpg    polar bear
dataset\polar bear\0005.jpg    polar bear\0005.jpg    polar bear
dataset\polar bear\0006.jpg    polar bear\0006.jpg    polar bear
dataset\polar bear\0007.jpg    polar bear\0007.jpg    polar bear
dataset\polar bear\0008.jpg    polar bear\0008.jpg    polar bear
dataset\polar bear\0009.jpg    polar bear\0009.jpg    polar bear
dataset\polar bear\0010.jpg    polar bear\0010.jpg    polar bear
dataset\polar bear\0011.jpg    polar bear\0011.jpg    polar bear
dataset\polar bear\0012.jpg    polar bear\0012.jpg    polar bear
dataset\polar bear\0013.jpg    polar bear\0013.jpg    polar bear
dataset\polar bear\0014.jpg    polar bear\0014.jpg    polar bear
dataset\polar bear\0015.jpg    polar bear\0015.jpg    polar bear
dataset\polar bear\0016.jpg    polar bear\0016.jpg    polar bear
dataset\polar bear\0017.jpg    polar bear\0017.jpg    polar bear
dataset\polar bear\0018.jpg    polar bear\0018.jpg    polar bear
dataset\polar bear\0019.jpg    polar bear\0019.jpg    polar bear
dataset\polar bear\0020.jpg    polar bear\0020.jpg    polar bear
dataset\polar bear\0021.jpg    polar bear\0021.jpg    polar bear
dataset\polar bear\0022.jpg    polar bear\0022.jpg    polar bear
dataset\polar bear\0023.jpg    polar bear\0023.jpg    polar bear
dataset\polar bear\0024.jpg    polar bear\0024.jpg    polar bear
dataset\polar bear\0025.jpg    polar bear\0025.jpg    polar bear
dataset\polar bear\0026.jpg    polar bear\0026.jpg    polar bear
dataset\polar bear\0027.jpg    polar bear\0027.jpg    polar bear
dataset\polar bear\0028.jpg    polar bear\0028.jpg    polar bear
dataset\polar bear\0029.jpg    polar bear\0029.jpg    polar bear
dataset\polar bear\0030.jpg    polar bear\0030.jpg    polar bear
dataset\polar bear\0031.jpg    polar bear\0031.jpg    polar bear
dataset\polar bear\0032.jpg    polar bear\0032.jpg    polar bear
dataset\polar bear\0033.jpg    polar bear\0033.jpg    polar bear
dataset\polar bear\0034.jpg    polar bear\0034.jpg    polar bear
dataset\polar bear\0035.jpg    polar bear\0035.jpg    polar bear
dataset\polar bear\0036.jpg    polar bear\0036.jpg    polar bear
dataset\polar bear\0037.jpg    polar bear\0037.jpg    polar bear
dataset\polar bear\0038.jpg    polar bear\0038.jpg    polar bear
dataset\polar bear\0039.jpg    polar bear\0039.jpg    polar bear
dataset\polar bear\0040.jpg    polar bear\0040.jpg    polar bear
dataset\polar bear\0041.jpg    polar bear\0041.jpg    polar bear
dataset\polar bear\0042.jpg    polar bear\0042.jpg    polar bear
dataset\polar bear\0043.jpg    polar bear\0043.jpg    polar bear
dataset\polar bear\0044.jpg    polar bear\0044.jpg    polar bear
dataset\polar bear\0045.jpg    polar bear\0045.jpg    polar bear
dataset\polar bear\0046.jpg    polar bear\0046.jpg    polar bear
dataset\polar bear\0047.jpg    polar bear\0047.jpg    polar bear
dataset\polar bear\0048.jpg    polar bear\0048.jpg    polar bear
dataset\polar bear\0049.jpg    polar bear\0049.jpg    polar bear
dataset\polar bear\0050.jpg    polar bear\0050.jpg    polar bear
dataset\polar bear\0051.jpg    polar bear\0051.jpg    polar bear
dataset\polar bear\0052.jpg    polar bear\0052.jpg    polar bear
dataset\polar bear\0053.jpg    polar bear\0053.jpg    polar bear
dataset\polar bear\0054.jpg    polar bear\0054.jpg    polar bear
dataset\polar bear\0055.jpg    polar bear\0055.jpg    polar bear
dataset\polar bear\0056.jpg    polar bear\0056.jpg    polar bear
dataset\polar bear\0057.jpg    polar bear\0057.jpg    polar bear
dataset\polar bear\0058.jpg    polar bear\0058.jpg    polar bear
dataset\polar bear\0059.jpg    polar bear\0059.jpg    polar bear
dataset\polar bear\0060.jpg    polar bear\0060.jpg    polar bear
dataset\polar bear\0061.jpg    polar bear\0061.jpg    polar bear
dataset\polar bear\0062.jpg    polar bear\0062.jpg    polar bear
dataset\polar bear\0063.jpg    polar bear\0063.jpg    polar bear
dataset\polar bear\0064.jpg    polar bear\0064.jpg    polar bear
dataset\polar bear\0065.jpg    polar bear\0065.jpg    polar bear
dataset\polar bear\0066.jpg    polar bear\0066.jpg    polar bear
dataset\polar bear\0067.jpg    polar bear\0067.jpg    polar bear
dataset\polar bear\0068.jpg    polar bear\0068.jpg    polar bear
dataset\polar bear\0069.jpg    polar bear\0069.jpg    polar bear
dataset\polar bear\0070.jpg    polar bear\0070.jpg    polar bear
dataset\polar bear\0071.jpg    polar bear\0071.jpg    polar bear
dataset\polar bear\0072.jpg    polar bear\0072.jpg    polar bear
dataset\polar bear\0073.jpg    polar bear\0073.jpg    polar bear
dataset\polar bear\0074.jpg    polar bear\0074.jpg    polar bear
dataset\polar bear\0075.jpg    polar bear\0075.jpg    polar bear
dataset\polar bear\0076.jpg    polar bear\0076.jpg    polar bear
dataset\polar bear\0077.jpg    polar bear\0077.jpg    polar bear
dataset\polar bear\0078.jpg    polar bear\0078.jpg    polar bear
dataset\polar bear\0079.jpg    polar bear\0079.jpg    polar bear
dataset\polar bear\0080.jpg    polar bear\0080.jpg    polar bear
dataset\polar bear\0081.jpg    polar bear\0081.jpg    polar bear
dataset\polar bear\0082.jpg    polar bear\0082.jpg    polar bear
dataset\polar bear\0083.jpg    polar bear\0083.jpg    polar bear
dataset\polar bear\0084.jpg    polar bear\0084.jpg    polar bear
dataset\polar bear\0085.jpg    polar bear\0085.jpg    polar bear
dataset\polar bear\0086.jpg    polar bear\0086.jpg    polar bear
dataset\polar bear\0087.jpg    polar bear\0087.jpg    polar bear
dataset\polar bear\0088.jpg    polar bear\0088.jpg    polar bear
dataset\polar bear\0089.jpg    polar bear\0089.jpg    polar bear
dataset\polar bear\0090.jpg    polar bear\0090.jpg    polar bear
dataset\polar bear\0091.jpg    polar bear\0091.jpg    polar bear
dataset\polar bear\0092.jpg    polar bear\0092.jpg    polar bear
dataset\polar bear\0093.jpg    polar bear\0093.jpg    polar bear
dataset\polar bear\0094.jpg    polar bear\0094.jpg    polar bear
dataset\polar bear\0095.jpg    polar bear\0095.jpg    polar bear
dataset\polar bear\0096.jpg    polar bear\0096.jpg    polar bear
dataset\polar bear\0097.jpg    polar bear\0097.jpg    polar bear
dataset\polar bear\0098.jpg    polar bear\0098.jpg    polar bear
dataset\polar bear\0099.jpg    polar bear\0099.jpg    polar bear
dataset\polar bear\0100.jpg    polar bear\0100.jpg    polar bear
dataset\polar bear\0101.jpg    polar bear\0101.jpg    polar bear
dataset\polar bear\0102.jpg    polar bear\0102.jpg    polar bear
dataset\polar bear\0103.jpg    polar bear\0103.jpg    polar bear
dataset\polar bear\0104.jpg    polar bear\0104.jpg    polar bear
dataset\polar bear\0105.jpg    polar bear\0105.jpg    polar bear
dataset\polar bear\0106.jpg    polar bear\0106.jpg    polar bear
dataset\polar bear\0107.jpg    polar bear\0107.jpg    polar bear
dataset\polar bear\0108.jpg    polar bear\0108.jpg    polar bear
dataset\polar bear\0109.jpg    polar bear\0109.jpg    polar bear
dataset\polar bear\0110.jpg    polar bear\0110.jpg    polar bear
dataset\polar bear\0111.jpg    polar bear\0111.jpg    polar bear
dataset\polar bear\0112.jpg    polar bear\0112.jpg    polar bear
dataset\polar bear\0113.jpg    polar bear\0113.jpg    polar bear
dataset\polar bear\0114.jpg    polar bear\0114.jpg    polar bear
dataset\polar bear\0115.jpg    polar bear\0115.jpg    polar bear
dataset\polar bear\0116.jpg    polar bear\0116.jpg    polar bear
dataset\polar bear\0117.jpg    polar bear\0117.jpg    polar bear
dataset\polar bear\0118.jpg    polar bear\0118.jpg    polar bear
dataset\polar bear\0119.jpg    polar bear\0119.jpg    polar bear
dataset\polar bear\0120.jpg    polar bear\0120.jpg    polar bear
dataset\polar bear\0121.jpg    polar bear\0121.jpg    polar bear
dataset\polar bear\0122.jpg    polar bear\0122.jpg    polar bear
dataset\polar bear\0123.jpg    polar bear\0123.jpg    polar bear
dataset\polar bear\0124.jpg    polar bear\0124.jpg    polar bear
dataset\polar bear\0125.jpg    polar bear\0125.jpg    polar bear
dataset\polar bear\0126.jpg    polar bear\0126.jpg    polar bear
dataset\polar bear\0127.jpg    polar bear\0127.jpg    polar bear
dataset\polar bear\0128.jpg    polar bear\0128.jpg    polar bear
dataset\polar bear\0129.jpg    polar bear\0129.jpg    polar bear
dataset\polar bear\0130.jpg    polar bear\0130.jpg    polar bear
dataset\polar bear\0131.jpg    polar bear\0131.jpg    polar bear
dataset\polar bear\0132.jpg    polar bear\0132.jpg    polar bear
dataset\polar bear\0133.jpg    polar bear\0133.jpg    polar bear
dataset\polar bear\0134.jpg    polar bear\0134.jpg    polar bear
dataset\polar bear\0135.jpg    polar bear\0135.jpg    polar bear
dataset\polar bear\0136.jpg    polar bear\0136.jpg    polar bear
dataset\polar bear\0137.jpg    polar bear\0137.jpg    polar bear
dataset\polar bear\0138.jpg    polar bear\0138.jpg    polar bear
dataset\polar bear\0139.jpg    polar bear\0139.jpg    polar bear
dataset\polar bear\0140.jpg    polar bear\0140.jpg    polar bear
dataset\polar bear\0141.jpg    polar bear\0141.jpg    polar bear
dataset\polar bear\0142.jpg    polar bear\0142.jpg    polar bear
dataset\polar bear\0143.jpg    polar bear\0143.jpg    polar bear
dataset\polar bear\0144.jpg    polar bear\0144.jpg    polar bear
dataset\polar bear\0145.jpg    polar bear\0145.jpg    polar bear
dataset\polar bear\0146.jpg    polar bear\0146.jpg    polar bear
dataset\polar bear\0147.jpg    polar bear\0147.jpg    polar bear
dataset\polar bear\0148.jpg    polar bear\0148.jpg    polar bear
dataset\polar bear\0149.jpg    polar bear\0149.jpg    polar bear
dataset\polar bear\0150.jpg    polar bear\0150.jpg    polar bear
dataset\polar bear\0151.jpg    polar bear\0151.jpg    polar bear
dataset\polar bear\0152.jpg    polar bear\0152.jpg    polar bear
dataset\polar bear\0153.jpg    polar bear\0153.jpg    polar bear
dataset\polar bear\0154.jpg    polar bear\0154.jpg    polar bear
dataset\polar bear\0155.jpg    polar bear\0155.jpg    polar bear
dataset\polar bear\0156.jpg    polar bear\0156.jpg    polar bear
dataset\polar bear\0157.jpg    polar bear\0157.jpg    polar bear
dataset\polar bear\0158.jpg    polar bear\0158.jpg    polar bear
dataset\polar bear\0159.jpg    polar bear\0159.jpg    polar bear
dataset\polar bear\0160.jpg    polar bear\0160.jpg    polar bear
dataset\polar bear\0161.jpg    polar bear\0161.jpg    polar bear
dataset\polar bear\0162.jpg    polar bear\0162.jpg    polar bear
dataset\polar bear\0163.jpg    polar bear\0163.jpg    polar bear
dataset\polar bear\0164.jpg    polar bear\0164.jpg    polar bear
dataset\polar bear\0165.jpg    polar bear\0165.jpg    polar bear
dataset\polar bear\0166.jpg    polar bear\0166.jpg    polar bear
dataset\polar bear\0167.jpg    polar bear\0167.jpg    polar bear
dataset\polar bear\0168.jpg    polar bear\0168.jpg    polar bear
dataset\polar bear\0169.jpg    polar bear\0169.jpg    polar bear
dataset\polar bear\0170.jpg    polar bear\0170.jpg    polar bear
dataset\polar bear\0171.jpg    polar bear\0171.jpg    polar bear
dataset\polar bear\0172.jpg    polar bear\0172.jpg    polar bear
dataset\polar bear\0173.jpg    polar bear\0173.jpg    polar bear
dataset\polar bear\0174.jpg    polar bear\0174.jpg    polar bear
dataset\polar bear\0175.jpg    polar bear\0175.jpg    polar bear
dataset\polar bear\0176.jpg    polar bear\0176.jpg    polar bear
dataset\polar bear\0177.jpg    polar bear\0177.jpg    polar bear
dataset\polar bear\0178.jpg    polar bear\0178.jpg    polar bear
dataset\polar bear\0179.jpg    polar bear\0179.jpg    polar bear
dataset\polar bear\0180.jpg    polar bear\0180.jpg    polar bear
dataset\polar bear\0181.jpg    polar bear\0181.jpg    polar bear
dataset\polar bear\0182.jpg    polar bear\0182.jpg    polar bear
dataset\polar bear\0183.jpg    polar bear\0183.jpg    polar bear
dataset\polar bear\0184.jpg    polar bear\0184.jpg    polar bear
dataset\polar bear\0185.jpg    polar bear\0185.jpg    polar bear
dataset\polar bear\0186.jpg    polar bear\0186.jpg    polar bear
dataset\polar bear\0187.jpg    polar bear\0187.jpg    polar bear
dataset\polar bear\0188.jpg    polar bear\0188.jpg    polar bear
dataset\polar bear\0189.jpg    polar bear\0189.jpg    polar bear
dataset\polar bear\0190.jpg    polar bear\0190.jpg    polar bear
dataset\polar bear\0191.jpg    polar bear\0191.jpg    polar bear
dataset\polar bear\0192.jpg    polar bear\0192.jpg    polar bear
dataset\polar bear\0193.jpg    polar bear\0193.jpg    polar bear
dataset\polar bear\0194.jpg    polar bear\0194.jpg    polar bear
dataset\polar bear\0195.jpg    polar bear\0195.jpg    polar bear
dataset\polar bear\0196.jpg    polar bear\0196.jpg    polar bear
dataset\polar bear\0197.jpg    polar bear\0197.jpg    polar bear
dataset\polar bear\0198.jpg    polar bear\0198.jpg    polar bear
dataset\polar bear\0199.jpg    polar bear\0199.jpg    polar bear
dataset\polar bear\0200.jpg    polar bear\0200.jpg    polar bear
dataset\polar bear\0201.jpg    polar bear\0201.jpg    polar bear
dataset\polar bear\0202.jpg    polar bear\0202.jpg    polar bear
dataset\polar bear\0203.jpg    polar bear\0203.jpg    polar bear
dataset\polar bear\0204.jpg    polar bear\0204.jpg    polar bear
dataset\polar bear\0205.jpg    polar bear\0205.jpg    polar bear
dataset\polar bear\0206.jpg    polar bear\0206.jpg    polar bear
dataset\polar bear\0207.jpg    polar bear\0207.jpg    polar bear
dataset\polar bear\0208.jpg    polar bear\0208.jpg    polar bear
dataset\polar bear\0209.jpg    polar bear\0209.jpg    polar bear
dataset\polar bear\0210.jpg    polar bear\0210.jpg    polar bear
dataset\polar bear\0211.jpg    polar bear\0211.jpg    polar bear
dataset\polar bear\0212.jpg    polar bear\0212.jpg    polar bear
dataset\polar bear\0213.jpg    polar bear\0213.jpg    polar bear
dataset\polar bear\0214.jpg    polar bear\0214.jpg    polar bear
dataset\polar bear\0215.jpg    polar bear\0215.jpg    polar bear
dataset\polar bear\0216.jpg    polar bear\0216.jpg    polar bear
dataset\polar bear\0217.jpg    polar bear\0217.jpg    polar bear
dataset\polar bear\0218.jpg    polar bear\0218.jpg    polar bear
dataset\polar bear\0219.jpg    polar bear\0219.jpg    polar bear
dataset\polar bear\0220.jpg    polar bear\0220.jpg    polar bear
dataset\polar bear\0221.jpg    polar bear\0221.jpg    polar bear
dataset\polar bear\0222.jpg    polar bear\0222.jpg    polar bear
dataset\polar bear\0223.jpg    polar bear\0223.jpg    polar bear
dataset\polar bear\0224.jpg    polar bear\0224.jpg    polar bear
dataset\polar bear\0225.jpg    polar bear\0225.jpg    polar bear
dataset\polar bear\0226.jpg    polar bear\0226.jpg    polar bear
dataset\polar bear\0227.jpg    polar bear\0227.jpg    polar bear
dataset\polar bear\0228.jpg    polar bear\0228.jpg    polar bear
dataset\polar bear\0229.jpg    polar bear\0229.jpg    polar bear
dataset\polar bear\0230.jpg    polar bear\0230.jpg    polar bear
dataset\polar bear\0231.jpg    polar bear\0231.jpg    polar bear
dataset\polar bear\0232.jpg    polar bear\0232.jpg    polar bear
dataset\polar bear\0233.jpg    polar bear\0233.jpg    polar bear
dataset\polar bear\0234.jpg    polar bear\0234.jpg    polar bear
dataset\polar bear\0235.jpg    polar bear\0235.jpg    polar bear
dataset\polar bear\0236.jpg    polar bear\0236.jpg    polar bear
dataset\polar bear\0237.jpg    polar bear\0237.jpg    polar bear
dataset\polar bear\0238.jpg    polar bear\0238.jpg    polar bear
dataset\polar bear\0239.jpg    polar bear\0239.jpg    polar bear
dataset\polar bear\0240.jpg    polar bear\0240.jpg    polar bear
dataset\polar bear\0241.jpg    polar bear\0241.jpg    polar bear
dataset\polar bear\0242.jpg    polar bear\0242.jpg    polar bear
dataset\polar bear\0243.jpg    polar bear\0243.jpg    polar bear
dataset\polar bear\0244.jpg    polar bear\0244.jpg    polar bear
dataset\polar bear\0245.jpg    polar bear\0245.jpg    polar bear
dataset\polar bear\0246.jpg    polar bear\0246.jpg    polar bear
dataset\polar bear\0247.jpg    polar bear\0247.jpg    polar bear
dataset\polar bear\0248.jpg    polar bear\0248.jpg    polar bear
dataset\polar bear\0249.jpg    polar bear\0249.jpg    polar bear
dataset\polar bear\0250.jpg    polar bear\0250.jpg    polar bear
dataset\polar bear\0251.jpg    polar bear\0251.jpg    polar bear
dataset\polar bear\0252.jpg    polar bear\0252.jpg    polar bear
dataset\polar bear\0253.jpg    polar bear\0253.jpg    polar bear
dataset\polar bear\0254.jpg    polar bear\0254.jpg    polar bear
dataset\polar bear\0255.jpg    polar bear\0255.jpg    polar bear
dataset\polar bear\0256.jpg    polar bear\0256.jpg    polar bear
dataset\polar bear\0257.jpg    polar bear\0257.jpg    polar bear
dataset\polar bear\0258.jpg    polar bear\0258.jpg    polar bear
dataset\polar bear\0259.jpg    polar bear\0259.jpg    polar bear
dataset\polar bear\0260.jpg    polar bear\0260.jpg    polar bear
dataset\polar bear\0261.jpg    polar bear\0261.jpg    polar bear
dataset\polar bear\0262.jpg    polar bear\0262.jpg    polar bear
dataset\polar bear\0263.jpg    polar bear\0263.jpg    polar bear
dataset\polar bear\0264.jpg    polar bear\0264.jpg    polar bear
dataset\polar bear\0265.jpg    polar bear\0265.jpg    polar bear
dataset\polar bear\0266.jpg    polar bear\0266.jpg    polar bear
dataset\polar bear\0267.jpg    polar bear\0267.jpg    polar bear
dataset\polar bear\0268.jpg    polar bear\0268.jpg    polar bear
dataset\polar bear\0269.jpg    polar bear\0269.jpg    polar bear
dataset\polar bear\0270.jpg    polar bear\0270.jpg    polar bear
dataset\polar bear\0271.jpg    polar bear\0271.jpg    polar bear
dataset\polar bear\0272.jpg    polar bear\0272.jpg    polar bear
dataset\polar bear\0273.jpg    polar bear\0273.jpg    polar bear
dataset\polar bear\0274.jpg    polar bear\0274.jpg    polar bear
dataset\polar bear\0275.jpg    polar bear\0275.jpg    polar bear
dataset\polar bear\0276.jpg    polar bear\0276.jpg    polar bear
dataset\polar bear\0277.jpg    polar bear\0277.jpg    polar bear
dataset\polar bear\0278.jpg    polar bear\0278.jpg    polar bear
dataset\polar bear\0279.jpg    polar bear\0279.jpg    polar bear
dataset\polar bear\0280.jpg    polar bear\0280.jpg    polar bear
dataset\polar bear\0281.jpg    polar bear\0281.jpg    polar bear
dataset\polar bear\0282.jpg    polar bear\0282.jpg    polar bear
dataset\polar bear\0283.jpg    polar bear\0283.jpg    polar bear
dataset\polar bear\0284.jpg    polar bear\0284.jpg    polar bear
dataset\polar bear\0285.jpg    polar bear\0285.jpg    polar bear
dataset\polar bear\0286.jpg    polar bear\0286.jpg    polar bear
dataset\polar bear\0287.jpg    polar bear\0287.jpg    polar bear
dataset\polar bear\0288.jpg    polar bear\0288.jpg    polar bear
dataset\polar bear\0289.jpg    polar bear\0289.jpg    polar bear
dataset\polar bear\0290.jpg    polar bear\0290.jpg    polar bear
dataset\polar bear\0291.jpg    polar bear\0291.jpg    polar bear
dataset\polar bear\0292.jpg    polar bear\0292.jpg    polar bear
dataset\polar bear\0293.jpg    polar bear\0293.jpg    polar bear
dataset\polar bear\0294.jpg    polar bear\0294.jpg    polar bear
dataset\polar bear\0295.jpg    polar bear\0295.jpg    polar bear
dataset\polar bear\0296.jpg    polar bear\0296.jpg    polar bear
dataset\polar bear\0297.jpg    polar bear\0297.jpg    polar bear
dataset\polar bear\0298.jpg    polar bear\0298.jpg    polar bear
